,Id,IdOrig,Dbase,CommName,SciName,SpeciesCat,Country,RegionFAO,Year,Catch,CatchUnit,Biomass,BiomassUnit,BiomassMetric,Fmort,FmortUnit,FmortMetric,ExploitStatus,Bmsy,SSBmsy,Fmsy,Umsy,VonBertK,VonBertKUnit,VonBertKSource,Temp,TempUnit,TempSource,MaxLength,MaxLengthUnit,MaxLengthSource,AgeMat,AgeMatUnit,AgeMatSource
14,NA,ADFG-HERRPWS-1980-2006-COLLIE,RAM,Pacific herring,Clupea pallasii,35,USA,67,1993,22970,E03,33859.58,MT,B,0.08,1/yr,F?,NA,0,0,0,0,NA,,NA,NA,,NA,NA,,NA,NA,,NA
15,NA,ADFG-HERRPWS-1980-2006-COLLIE,RAM,Pacific herring,Clupea pallasii,35,USA,67,1994,0,E03,16738.8,MT,B,0,1/yr,F?,NA,0,0,0,0,NA,,NA,NA,,NA,NA,,NA,NA,,NA
16,NA,ADFG-HERRPWS-1980-2006-COLLIE,RAM,Pacific herring,Clupea pallasii,35,USA,67,1995,0,E03,15675.86,MT,B,0,1/yr,F?,NA,0,0,0,0,NA,,NA,NA,,NA,NA,,NA,NA,,NA
17,NA,ADFG-HERRPWS-1980-2006-COLLIE,RAM,Pacific herring,Clupea pallasii,35,USA,67,1996,4220,E03,19882.23,MT,B,0.032,1/yr,F?,NA,0,0,0,0,NA,,NA,NA,,NA,NA,,NA,NA,,NA
18,NA,ADFG-HERRPWS-1980-2006-COLLIE,RAM,Pacific herring,Clupea pallasii,35,USA,67,1997,39570,E03,28122.21,MT,B,0.225,1/yr,F?,NA,0,0,0,0,NA,,NA,NA,,NA,NA,,NA,NA,,NA
19,NA,ADFG-HERRPWS-1980-2006-COLLIE,RAM,Pacific herring,Clupea pallasii,35,USA,67,1998,34270,E03,23452.01,MT,B,0.211,1/yr,F?,NA,0,0,0,0,NA,,NA,NA,,NA,NA,,NA,NA,,NA
20,NA,ADFG-HERRPWS-1980-2006-COLLIE,RAM,Pacific herring,Clupea pallasii,35,USA,67,1999,420,E03,16335.04,MT,B,0.004,1/yr,F?,NA,0,0,0,0,NA,,NA,NA,,NA,NA,,NA,NA,,NA
21,NA,ADFG-HERRPWS-1980-2006-COLLIE,RAM,Pacific herring,Clupea pallasii,35,USA,67,2000,0,E03,13936.21,MT,B,0,1/yr,F?,NA,0,0,0,0,NA,,NA,NA,,NA,NA,,NA,NA,,NA
22,NA,ADFG-HERRPWS-1980-2006-COLLIE,RAM,Pacific herring,Clupea pallasii,35,USA,67,2001,0,E03,10683.51,MT,B,0,1/yr,F?,NA,0,0,0,0,NA,,NA,NA,,NA,NA,,NA,NA,,NA
23,NA,ADFG-HERRPWS-1980-2006-COLLIE,RAM,Pacific herring,Clupea pallasii,35,USA,67,2002,0,E03,13007.92,MT,B,0,1/yr,F?,NA,0,0,0,0,NA,,NA,NA,,NA,NA,,NA,NA,,NA
24,NA,ADFG-HERRPWS-1980-2006-COLLIE,RAM,Pacific herring,Clupea pallasii,35,USA,67,2003,0,E03,17576.62,MT,B,0,1/yr,F?,NA,0,0,0,0,NA,,NA,NA,,NA,NA,,NA,NA,,NA
25,NA,ADFG-HERRPWS-1980-2006-COLLIE,RAM,Pacific herring,Clupea pallasii,35,USA,67,2004,0,E03,19301.84,MT,B,0,1/yr,F?,NA,0,0,0,0,NA,,NA,NA,,NA,NA,,NA,NA,,NA
26,NA,ADFG-HERRPWS-1980-2006-COLLIE,RAM,Pacific herring,Clupea pallasii,35,USA,67,2005,0,E03,13207.83,MT,B,0,1/yr,F?,NA,0,0,0,0,NA,,NA,NA,,NA,NA,,NA,NA,,NA
27,NA,ADFG-HERRPWS-1980-2006-COLLIE,RAM,Pacific herring,Clupea pallasii,35,USA,67,2006,0,E03,9499.56,MT,B,0,1/yr,F?,NA,0,0,0,0,NA,,NA,NA,,NA,NA,,NA,NA,,NA
28,NA,ADFG-HERRSITKA-1978-2007-COLLIE,RAM,Pacific herring,Clupea pallasii,35,USA,67,1978,1580,E03,10197.29,MT,B,0.052,1/yr,F?,NA,0,0,0,0,NA,,NA,NA,,NA,NA,,NA,3.4,A50-yr,RAM
29,NA,ADFG-HERRSITKA-1978-2007-COLLIE,RAM,Pacific herring,Clupea pallasii,35,USA,67,1979,26540,E03,55103.51,MT,B,0.153,1/yr,F?,NA,0,0,0,0,NA,,NA,NA,,NA,NA,,NA,3.4,A50-yr,RAM
30,NA,ADFG-HERRSITKA-1978-2007-COLLIE,RAM,Pacific herring,Clupea pallasii,35,USA,67,1980,47830,E03,48608.45,MT,B,0.15,1/yr,F?,NA,0,0,0,0,NA,,NA,NA,,NA,NA,,NA,3.4,A50-yr,RAM
31,NA,ADFG-HERRSITKA-1978-2007-COLLIE,RAM,Pacific herring,Clupea pallasii,35,USA,67,1981,26370,E03,41464.62,MT,B,0.095,1/yr,F?,NA,0,0,0,0,NA,,NA,NA,,NA,NA,,NA,3.4,A50-yr,RAM
32,NA,ADFG-HERRSITKA-1978-2007-COLLIE,RAM,Pacific herring,Clupea pallasii,35,USA,67,1982,33590,E03,32558.12,MT,B,0.152,1/yr,F?,NA,0,0,0,0,NA,,NA,NA,,NA,NA,,NA,3.4,A50-yr,RAM
33,NA,ADFG-HERRSITKA-1978-2007-COLLIE,RAM,Pacific herring,Clupea pallasii,35,USA,67,1983,38280,E03,65048.21,MT,B,0.171,1/yr,F?,NA,0,0,0,0,NA,,NA,NA,,NA,NA,,NA,3.4,A50-yr,RAM
34,NA,ADFG-HERRSITKA-1978-2007-COLLIE,RAM,Pacific herring,Clupea pallasii,35,USA,67,1984,49860,E03,55100.84,MT,B,0.16,1/yr,F?,NA,0,0,0,0,NA,,NA,NA,,NA,NA,,NA,3.4,A50-yr,RAM
35,NA,ADFG-HERRSITKA-1978-2007-COLLIE,RAM,Pacific herring,Clupea pallasii,35,USA,67,1985,53780,E03,41172.79,MT,B,0.214,1/yr,F?,NA,0,0,0,0,NA,,NA,NA,,NA,NA,,NA,3.4,A50-yr,RAM
36,NA,ADFG-HERRSITKA-1978-2007-COLLIE,RAM,Pacific herring,Clupea pallasii,35,USA,67,1986,37850,E03,38920.55,MT,B,0.193,1/yr,F?,NA,0,0,0,0,NA,,NA,NA,,NA,NA,,NA,3.4,A50-yr,RAM
37,NA,ADFG-HERRSITKA-1978-2007-COLLIE,RAM,Pacific herring,Clupea pallasii,35,USA,67,1987,41500,E03,88211.2,MT,B,0.122,1/yr,F?,NA,0,0,0,0,NA,,NA,NA,,NA,NA,,NA,3.4,A50-yr,RAM
38,NA,ADFG-HERRSITKA-1978-2007-COLLIE,RAM,Pacific herring,Clupea pallasii,35,USA,67,1988,105700,E03,65249.34,MT,B,0.21,1/yr,F?,NA,0,0,0,0,NA,,NA,NA,,NA,NA,,NA,3.4,A50-yr,RAM
39,NA,ADFG-HERRSITKA-1978-2007-COLLIE,RAM,Pacific herring,Clupea pallasii,35,USA,67,1989,132990,E03,40780.35,MT,B,0.317,1/yr,F?,NA,0,0,0,0,NA,,NA,NA,,NA,NA,,NA,3.4,A50-yr,RAM
40,NA,ADFG-HERRSITKA-1978-2007-COLLIE,RAM,Pacific herring,Clupea pallasii,35,USA,67,1990,30570,E03,27374.12,MT,B,0.148,1/yr,F?,NA,0,0,0,0,NA,,NA,NA,,NA,NA,,NA,3.4,A50-yr,RAM
41,NA,ADFG-HERRSITKA-1978-2007-COLLIE,RAM,Pacific herring,Clupea pallasii,35,USA,67,1991,23430,E03,69326.78,MT,B,0.07,1/yr,F?,NA,0,0,0,0,NA,,NA,NA,,NA,NA,,NA,3.4,A50-yr,RAM
42,NA,ADFG-HERRSITKA-1978-2007-COLLIE,RAM,Pacific herring,Clupea pallasii,35,USA,67,1992,55370,E03,61437.2,MT,B,0.125,1/yr,F?,NA,0,0,0,0,NA,,NA,NA,,NA,NA,,NA,3.4,A50-yr,RAM
43,NA,ADFG-HERRSITKA-1978-2007-COLLIE,RAM,Pacific herring,Clupea pallasii,35,USA,67,1993,97790,E03,41643.87,MT,B,0.263,1/yr,F?,NA,0,0,0,0,NA,,NA,NA,,NA,NA,,NA,3.4,A50-yr,RAM
44,NA,ADFG-HERRSITKA-1978-2007-COLLIE,RAM,Pacific herring,Clupea pallasii,35,USA,67,1994,35270,E03,31931.53,MT,B,0.169,1/yr,F?,NA,0,0,0,0,NA,,NA,NA,,NA,NA,,NA,3.4,A50-yr,RAM
45,NA,ADFG-HERRSITKA-1978-2007-COLLIE,RAM,Pacific herring,Clupea pallasii,35,USA,67,1995,18460,E03,52322.69,MT,B,0.103,1/yr,F?,NA,0,0,0,0,NA,,NA,NA,,NA,NA,,NA,3.4,A50-yr,RAM
46,NA,ADFG-HERRSITKA-1978-2007-COLLIE,RAM,Pacific herring,Clupea pallasii,35,USA,67,1996,72730,E03,46077.43,MT,B,0.282,1/yr,F?,NA,0,0,0,0,NA,,NA,NA,,NA,NA,,NA,3.4,A50-yr,RAM
47,NA,ADFG-HERRSITKA-1978-2007-COLLIE,RAM,Pacific herring,Clupea pallasii,35,USA,67,1997,40,E03,57285.45,MT,B,0,1/yr,F?,NA,0,0,0,0,NA,,NA,NA,,NA,NA,,NA,3.4,A50-yr,RAM
48,NA,ADFG-HERRSITKA-1978-2007-COLLIE,RAM,Pacific herring,Clupea pallasii,35,USA,67,1998,50200,E03,56671.59,MT,B,0.195,1/yr,F?,NA,0,0,0,0,NA,,NA,NA,,NA,NA,,NA,3.4,A50-yr,RAM
49,NA,ADFG-HERRSITKA-1978-2007-COLLIE,RAM,Pacific herring,Clupea pallasii,35,USA,67,1999,68240,E03,58784.56,MT,B,0.202,1/yr,F?,NA,0,0,0,0,NA,,NA,NA,,NA,NA,,NA,3.4,A50-yr,RAM
50,NA,ADFG-HERRSITKA-1978-2007-COLLIE,RAM,Pacific herring,Clupea pallasii,35,USA,67,2000,33870,E03,66922.23,MT,B,0.088,1/yr,F?,NA,0,0,0,0,NA,,NA,NA,,NA,NA,,NA,3.4,A50-yr,RAM
51,NA,ADFG-HERRSITKA-1978-2007-COLLIE,RAM,Pacific herring,Clupea pallasii,35,USA,67,2001,85780,E03,89747.97,MT,B,0.185,1/yr,F?,NA,0,0,0,0,NA,,NA,NA,,NA,NA,,NA,3.4,A50-yr,RAM
52,NA,ADFG-HERRSITKA-1978-2007-COLLIE,RAM,Pacific herring,Clupea pallasii,35,USA,67,2002,66950,E03,117572.13,MT,B,0.12,1/yr,F?,NA,0,0,0,0,NA,,NA,NA,,NA,NA,,NA,3.4,A50-yr,RAM
53,NA,ADFG-HERRSITKA-1978-2007-COLLIE,RAM,Pacific herring,Clupea pallasii,35,USA,67,2003,43490,E03,131490.2,MT,B,0.067,1/yr,F?,NA,0,0,0,0,NA,,NA,NA,,NA,NA,,NA,3.4,A50-yr,RAM
54,NA,ADFG-HERRSITKA-1978-2007-COLLIE,RAM,Pacific herring,Clupea pallasii,35,USA,67,2004,75750,E03,131565.34,MT,B,0.088,1/yr,F?,NA,0,0,0,0,NA,,NA,NA,,NA,NA,,NA,3.4,A50-yr,RAM
55,NA,ADFG-HERRSITKA-1978-2007-COLLIE,RAM,Pacific herring,Clupea pallasii,35,USA,67,2005,74200,E03,113223.25,MT,B,0.105,1/yr,F?,NA,0,0,0,0,NA,,NA,NA,,NA,NA,,NA,3.4,A50-yr,RAM
56,NA,ADFG-HERRSITKA-1978-2007-COLLIE,RAM,Pacific herring,Clupea pallasii,35,USA,67,2006,66650,E03,106607.21,MT,B,0.096,1/yr,F?,NA,0,0,0,0,NA,,NA,NA,,NA,NA,,NA,3.4,A50-yr,RAM
57,NA,ADFG-HERRSITKA-1978-2007-COLLIE,RAM,Pacific herring,Clupea pallasii,35,USA,67,2007,69610,E03,98398.57,MT,B,0.118,1/yr,F?,NA,0,0,0,0,NA,,NA,NA,,NA,NA,,NA,3.4,A50-yr,RAM
58,NA,AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK,RAM,Alaska plaice,Pleuronectes quadrituberculatus,NA,USA,NA,1972,NA,MT,0,NA,NA,NA,1/yr,F?,NA,0,129300,0.62,0,0.1315,VB-k-cm/T,RAM,NA,,NA,NA,,NA,NA,,NA
59,NA,AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK,RAM,Alaska plaice,Pleuronectes quadrituberculatus,NA,USA,NA,1973,NA,MT,0,NA,NA,NA,1/yr,F?,NA,0,129300,0.62,0,0.1315,VB-k-cm/T,RAM,NA,,NA,NA,,NA,NA,,NA
60,NA,AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK,RAM,Alaska plaice,Pleuronectes quadrituberculatus,NA,USA,NA,1974,NA,MT,0,NA,NA,NA,1/yr,F?,NA,0,129300,0.62,0,0.1315,VB-k-cm/T,RAM,NA,,NA,NA,,NA,NA,,NA
61,NA,AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK,RAM,Alaska plaice,Pleuronectes quadrituberculatus,NA,USA,NA,1975,2492,MT,1136420,MT,B,0.013,1/yr,F?,NA,0,129300,0.62,0,0.1315,VB-k-cm/T,RAM,NA,,NA,NA,,NA,NA,,NA
62,NA,AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK,RAM,Alaska plaice,Pleuronectes quadrituberculatus,NA,USA,NA,1976,3620,MT,1293040,MT,B,0.017,1/yr,F?,NA,0,129300,0.62,0,0.1315,VB-k-cm/T,RAM,NA,,NA,NA,,NA,NA,,NA
63,NA,AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK,RAM,Alaska plaice,Pleuronectes quadrituberculatus,NA,USA,NA,1977,2589,MT,1426510,MT,B,0.01,1/yr,F?,NA,0,129300,0.62,0,0.1315,VB-k-cm/T,RAM,NA,,NA,NA,,NA,NA,,NA
64,NA,AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK,RAM,Alaska plaice,Pleuronectes quadrituberculatus,NA,USA,NA,1978,10420,MT,1538610,MT,B,0.032,1/yr,F?,NA,0,129300,0.62,0,0.1315,VB-k-cm/T,RAM,NA,,NA,NA,,NA,NA,,NA
65,NA,AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK,RAM,Alaska plaice,Pleuronectes quadrituberculatus,NA,USA,NA,1979,13672,MT,1627500,MT,B,0.035,1/yr,F?,NA,0,129300,0.62,0,0.1315,VB-k-cm/T,RAM,NA,,NA,NA,,NA,NA,,NA
66,NA,AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK,RAM,Alaska plaice,Pleuronectes quadrituberculatus,NA,USA,NA,1980,6902,MT,1686430,MT,B,0.016,1/yr,F?,NA,0,129300,0.62,0,0.1315,VB-k-cm/T,RAM,NA,,NA,NA,,NA,NA,,NA
67,NA,AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK,RAM,Alaska plaice,Pleuronectes quadrituberculatus,NA,USA,NA,1981,8653,MT,1718730,MT,B,0.019,1/yr,F?,NA,0,129300,0.62,0,0.1315,VB-k-cm/T,RAM,NA,,NA,NA,,NA,NA,,NA
68,NA,AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK,RAM,Alaska plaice,Pleuronectes quadrituberculatus,NA,USA,NA,1982,6811,MT,1729330,MT,B,0.014,1/yr,F?,NA,0,129300,0.62,0,0.1315,VB-k-cm/T,RAM,NA,,NA,NA,,NA,NA,,NA
69,NA,AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK,RAM,Alaska plaice,Pleuronectes quadrituberculatus,NA,USA,NA,1983,10766,MT,1721590,MT,B,0.02,1/yr,F?,NA,0,129300,0.62,0,0.1315,VB-k-cm/T,RAM,NA,,NA,NA,,NA,NA,,NA
70,NA,AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK,RAM,Alaska plaice,Pleuronectes quadrituberculatus,NA,USA,NA,1984,18982,MT,1669490,MT,B,0.031,1/yr,F?,NA,0,129300,0.62,0,0.1315,VB-k-cm/T,RAM,NA,,NA,NA,,NA,NA,,NA
71,NA,AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK,RAM,Alaska plaice,Pleuronectes quadrituberculatus,NA,USA,NA,1985,24888,MT,1593060,MT,B,0.038,1/yr,F?,NA,0,129300,0.62,0,0.1315,VB-k-cm/T,RAM,NA,,NA,NA,,NA,NA,,NA
72,NA,AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK,RAM,Alaska plaice,Pleuronectes quadrituberculatus,NA,USA,NA,1986,46519,MT,1501420,MT,B,0.069,1/yr,F?,NA,0,129300,0.62,0,0.1315,VB-k-cm/T,RAM,NA,,NA,NA,,NA,NA,,NA
73,NA,AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK,RAM,Alaska plaice,Pleuronectes quadrituberculatus,NA,USA,NA,1987,18567,MT,1430420,MT,B,0.028,1/yr,F?,NA,0,129300,0.62,0,0.1315,VB-k-cm/T,RAM,NA,,NA,NA,,NA,NA,,NA
74,NA,AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK,RAM,Alaska plaice,Pleuronectes quadrituberculatus,NA,USA,NA,1988,61638,MT,1324270,MT,B,0.096,1/yr,F?,NA,0,129300,0.62,0,0.1315,VB-k-cm/T,RAM,NA,,NA,NA,,NA,NA,,NA
75,NA,AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK,RAM,Alaska plaice,Pleuronectes quadrituberculatus,NA,USA,NA,1989,14134,MT,1295700,MT,B,0.024,1/yr,F?,NA,0,129300,0.62,0,0.1315,VB-k-cm/T,RAM,NA,,NA,NA,,NA,NA,,NA
76,NA,AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK,RAM,Alaska plaice,Pleuronectes quadrituberculatus,NA,USA,NA,1990,10926,MT,1262020,MT,B,0.019,1/yr,F?,NA,0,129300,0.62,0,0.1315,VB-k-cm/T,RAM,NA,,NA,NA,,NA,NA,,NA
77,NA,AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK,RAM,Alaska plaice,Pleuronectes quadrituberculatus,NA,USA,NA,1991,15003,MT,1237030,MT,B,0.026,1/yr,F?,NA,0,129300,0.62,0,0.1315,VB-k-cm/T,RAM,NA,,NA,NA,,NA,NA,,NA
78,NA,AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK,RAM,Alaska plaice,Pleuronectes quadrituberculatus,NA,USA,NA,1992,18074,MT,1204320,MT,B,0.033,1/yr,F?,NA,0,129300,0.62,0,0.1315,VB-k-cm/T,RAM,NA,,NA,NA,,NA,NA,,NA
79,NA,AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK,RAM,Alaska plaice,Pleuronectes quadrituberculatus,NA,USA,NA,1993,13846,MT,1194400,MT,B,0.027,1/yr,F?,NA,0,129300,0.62,0,0.1315,VB-k-cm/T,RAM,NA,,NA,NA,,NA,NA,,NA
80,NA,AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK,RAM,Alaska plaice,Pleuronectes quadrituberculatus,NA,USA,NA,1994,10882,MT,1182570,MT,B,0.023,1/yr,F?,NA,0,129300,0.62,0,0.1315,VB-k-cm/T,RAM,NA,,NA,NA,,NA,NA,,NA
81,NA,AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK,RAM,Alaska plaice,Pleuronectes quadrituberculatus,NA,USA,NA,1995,19172,MT,1165200,MT,B,0.042,1/yr,F?,NA,0,129300,0.62,0,0.1315,VB-k-cm/T,RAM,NA,,NA,NA,,NA,NA,,NA
82,NA,AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK,RAM,Alaska plaice,Pleuronectes quadrituberculatus,NA,USA,NA,1996,16096,MT,1137060,MT,B,0.037,1/yr,F?,NA,0,129300,0.62,0,0.1315,VB-k-cm/T,RAM,NA,,NA,NA,,NA,NA,,NA
83,NA,AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK,RAM,Alaska plaice,Pleuronectes quadrituberculatus,NA,USA,NA,1997,21236,MT,1099280,MT,B,0.049,1/yr,F?,NA,0,129300,0.62,0,0.1315,VB-k-cm/T,RAM,NA,,NA,NA,,NA,NA,,NA
84,NA,AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK,RAM,Alaska plaice,Pleuronectes quadrituberculatus,NA,USA,NA,1998,14296,MT,1065360,MT,B,0.033,1/yr,F?,NA,0,129300,0.62,0,0.1315,VB-k-cm/T,RAM,NA,,NA,NA,,NA,NA,,NA
85,NA,AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK,RAM,Alaska plaice,Pleuronectes quadrituberculatus,NA,USA,NA,1999,13997,MT,1037760,MT,B,0.033,1/yr,F?,NA,0,129300,0.62,0,0.1315,VB-k-cm/T,RAM,NA,,NA,NA,,NA,NA,,NA
86,NA,AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK,RAM,Alaska plaice,Pleuronectes quadrituberculatus,NA,USA,NA,2000,14487,MT,1021130,MT,B,0.035,1/yr,F?,NA,0,129300,0.62,0,0.1315,VB-k-cm/T,RAM,NA,,NA,NA,,NA,NA,,NA
87,NA,AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK,RAM,Alaska plaice,Pleuronectes quadrituberculatus,NA,USA,NA,2001,8685,MT,1033790,MT,B,0.021,1/yr,F?,NA,0,129300,0.62,0,0.1315,VB-k-cm/T,RAM,NA,,NA,NA,,NA,NA,,NA
88,NA,AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK,RAM,Alaska plaice,Pleuronectes quadrituberculatus,NA,USA,NA,2002,12176,MT,1066910,MT,B,0.029,1/yr,F?,NA,0,129300,0.62,0,0.1315,VB-k-cm/T,RAM,NA,,NA,NA,,NA,NA,,NA
89,NA,AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK,RAM,Alaska plaice,Pleuronectes quadrituberculatus,NA,USA,NA,2003,9978,MT,1181750,MT,B,0.024,1/yr,F?,NA,0,129300,0.62,0,0.1315,VB-k-cm/T,RAM,NA,,NA,NA,,NA,NA,,NA
90,NA,AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK,RAM,Alaska plaice,Pleuronectes quadrituberculatus,NA,USA,NA,2004,7572,MT,1361180,MT,B,0.019,1/yr,F?,NA,0,129300,0.62,0,0.1315,VB-k-cm/T,RAM,NA,,NA,NA,,NA,NA,,NA
91,NA,AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK,RAM,Alaska plaice,Pleuronectes quadrituberculatus,NA,USA,NA,2005,11079,MT,1479680,MT,B,0.029,1/yr,F?,NA,0,129300,0.62,0,0.1315,VB-k-cm/T,RAM,NA,,NA,NA,,NA,NA,,NA
92,NA,AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK,RAM,Alaska plaice,Pleuronectes quadrituberculatus,NA,USA,NA,2006,17202,MT,1550420,MT,B,0.047,1/yr,F?,NA,0,129300,0.62,0,0.1315,VB-k-cm/T,RAM,NA,,NA,NA,,NA,NA,,NA
93,NA,AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK,RAM,Alaska plaice,Pleuronectes quadrituberculatus,NA,USA,NA,2007,19427,MT,1562280,MT,B,0.054,1/yr,F?,NA,0,129300,0.62,0,0.1315,VB-k-cm/T,RAM,NA,,NA,NA,,NA,NA,,NA
94,NA,AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK,RAM,Alaska plaice,Pleuronectes quadrituberculatus,NA,USA,NA,2008,NA,MT,1537920,MT,B,0.043,1/yr,F?,NA,0,129300,0.62,0,0.1315,VB-k-cm/T,RAM,NA,,NA,NA,,NA,NA,,NA
95,NA,AFSC-ARFLOUNDBSAI-1970-2008-STANTON,RAM,Arrowtooth flounder,Reinhardtius stomias,31,USA,67,1970,12872,MT,0,NA,NA,NA,1/yr,F?,NA,0,292200,0,0,0.16,VB-k-cm/yr,RAM,NA,,NA,NA,,NA,NA,,NA
96,NA,AFSC-ARFLOUNDBSAI-1970-2008-STANTON,RAM,Arrowtooth flounder,Reinhardtius stomias,31,USA,67,1971,19373,MT,0,NA,NA,NA,1/yr,F?,NA,0,292200,0,0,0.16,VB-k-cm/yr,RAM,NA,,NA,NA,,NA,NA,,NA
