SpeciesCatName,Species_AFSIS,CommName,best_fit_AgCommodity_0711,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,yrs_missing
"Abalones, winkles, conchs",Cymbium spp,Volutes nei,Univalves,522.916069,170.2123549,540.7587277,443.4880573,406.7134331,502.5875712,710.9386703,620.7947498,708.4492363,818.0225851,1126.959034,974.2030968,1128.053366,904.0830107,716.5395943,1505.928088,1513.607506,2441.035475,2205.788765,2231.880971,2294.312267,2144.144356,2368.795979,1738.272369,1708.455901,1249.662988,1108.556089,745.7993806,934.4002296,778.7944477,778.0755963,944.986496,1321.910854,1206.641576,1736.011408,1557.594019,0
"Abalones, winkles, conchs",Zidona dufresnei,Angulate volute,Univalves,522.916069,170.2123549,540.7587277,443.4880573,406.7134331,502.5875712,710.9386703,620.7947498,708.4492363,818.0225851,1126.959034,974.2030968,1128.053366,904.0830107,716.5395943,1505.928088,1513.607506,2441.035475,2205.788765,2231.880971,2294.312267,2144.144356,2368.795979,1738.272369,1708.455901,1249.662988,1108.556089,745.7993806,934.4002296,778.7944477,778.0755963,944.986496,1321.910854,1206.641576,1736.011408,1557.594019,0
"Abalones, winkles, conchs",Gastropoda,Gastropods nei,Univalves,522.916069,170.2123549,540.7587277,443.4880573,406.7134331,502.5875712,710.9386703,620.7947498,708.4492363,818.0225851,1126.959034,974.2030968,1128.053366,904.0830107,716.5395943,1505.928088,1513.607506,2441.035475,2205.788765,2231.880971,2294.312267,2144.144356,2368.795979,1738.272369,1708.455901,1249.662988,1108.556089,745.7993806,934.4002296,778.7944477,778.0755963,944.986496,1321.910854,1206.641576,1736.011408,1557.594019,0
"Carps, barbels and other cyprinids",Catostomidae,Suckers nei,Carps,424.4435245,551.4136747,628.0354343,564.6198038,715.6254418,635.1897864,560.4944334,500.2905271,458.8282208,520.3734089,689.4241535,768.4008227,762.2221103,772.1422365,837.1596007,577.9064476,770.075698,575.419133,534.2764815,636.735763,681.8416063,805.0207719,702.3034834,686.5737088,537.2154239,528.3889939,614.8763436,747.146645,670.3944273,716.1232897,639.9920191,852.6838956,1155.378697,973.0361048,1051.155995,942.9606145,0
"Carps, barbels and other cyprinids",Ictiobus spp,Buffalofishes nei,Carps,424.4435245,551.4136747,628.0354343,564.6198038,715.6254418,635.1897864,560.4944334,500.2905271,458.8282208,520.3734089,689.4241535,768.4008227,762.2221103,772.1422365,837.1596007,577.9064476,770.075698,575.419133,534.2764815,636.735763,681.8416063,805.0207719,702.3034834,686.5737088,537.2154239,528.3889939,614.8763436,747.146645,670.3944273,716.1232897,639.9920191,852.6838956,1155.378697,973.0361048,1051.155995,942.9606145,0
"Carps, barbels and other cyprinids",Chromobotia macracanthus,Clown loach,Carps,424.4435245,551.4136747,628.0354343,564.6198038,715.6254418,635.1897864,560.4944334,500.2905271,458.8282208,520.3734089,689.4241535,768.4008227,762.2221103,772.1422365,837.1596007,577.9064476,770.075698,575.419133,534.2764815,636.735763,681.8416063,805.0207719,702.3034834,686.5737088,537.2154239,528.3889939,614.8763436,747.146645,670.3944273,716.1232897,639.9920191,852.6838956,1155.378697,973.0361048,1051.155995,942.9606145,0
"Carps, barbels and other cyprinids",Misgurnus anguillicaudatus,Pond loach,Carps,424.4435245,551.4136747,628.0354343,564.6198038,715.6254418,635.1897864,560.4944334,500.2905271,458.8282208,520.3734089,689.4241535,768.4008227,762.2221103,772.1422365,837.1596007,577.9064476,770.075698,575.419133,534.2764815,636.735763,681.8416063,805.0207719,702.3034834,686.5737088,537.2154239,528.3889939,614.8763436,747.146645,670.3944273,716.1232897,639.9920191,852.6838956,1155.378697,973.0361048,1051.155995,942.9606145,0
"Carps, barbels and other cyprinids",Misgurnus fossilis,Weatherfish,Carps,424.4435245,551.4136747,628.0354343,564.6198038,715.6254418,635.1897864,560.4944334,500.2905271,458.8282208,520.3734089,689.4241535,768.4008227,762.2221103,772.1422365,837.1596007,577.9064476,770.075698,575.419133,534.2764815,636.735763,681.8416063,805.0207719,702.3034834,686.5737088,537.2154239,528.3889939,614.8763436,747.146645,670.3944273,716.1232897,639.9920191,852.6838956,1155.378697,973.0361048,1051.155995,942.9606145,0
"Carps, barbels and other cyprinids",Abramis brama,Freshwater bream,Carps,424.4435245,551.4136747,628.0354343,564.6198038,715.6254418,635.1897864,560.4944334,500.2905271,458.8282208,520.3734089,689.4241535,768.4008227,762.2221103,772.1422365,837.1596007,577.9064476,770.075698,575.419133,534.2764815,636.735763,681.8416063,805.0207719,702.3034834,686.5737088,537.2154239,528.3889939,614.8763436,747.146645,670.3944273,716.1232897,639.9920191,852.6838956,1155.378697,973.0361048,1051.155995,942.9606145,0
"Carps, barbels and other cyprinids",Abramis spp,Freshwater breams nei,Carps,424.4435245,551.4136747,628.0354343,564.6198038,715.6254418,635.1897864,560.4944334,500.2905271,458.8282208,520.3734089,689.4241535,768.4008227,762.2221103,772.1422365,837.1596007,577.9064476,770.075698,575.419133,534.2764815,636.735763,681.8416063,805.0207719,702.3034834,686.5737088,537.2154239,528.3889939,614.8763436,747.146645,670.3944273,716.1232897,639.9920191,852.6838956,1155.378697,973.0361048,1051.155995,942.9606145,0
"Carps, barbels and other cyprinids",Acanthobrama terraesanctae,Kinneret bleak,Carps,424.4435245,551.4136747,628.0354343,564.6198038,715.6254418,635.1897864,560.4944334,500.2905271,458.8282208,520.3734089,689.4241535,768.4008227,762.2221103,772.1422365,837.1596007,577.9064476,770.075698,575.419133,534.2764815,636.735763,681.8416063,805.0207719,702.3034834,686.5737088,537.2154239,528.3889939,614.8763436,747.146645,670.3944273,716.1232897,639.9920191,852.6838956,1155.378697,973.0361048,1051.155995,942.9606145,0
"Carps, barbels and other cyprinids",Alburnus alburnus,Bleak,Carps,424.4435245,551.4136747,628.0354343,564.6198038,715.6254418,635.1897864,560.4944334,500.2905271,458.8282208,520.3734089,689.4241535,768.4008227,762.2221103,772.1422365,837.1596007,577.9064476,770.075698,575.419133,534.2764815,636.735763,681.8416063,805.0207719,702.3034834,686.5737088,537.2154239,528.3889939,614.8763436,747.146645,670.3944273,716.1232897,639.9920191,852.6838956,1155.378697,973.0361048,1051.155995,942.9606145,0
"Carps, barbels and other cyprinids",Aspius aspius,Asp,Carps,424.4435245,551.4136747,628.0354343,564.6198038,715.6254418,635.1897864,560.4944334,500.2905271,458.8282208,520.3734089,689.4241535,768.4008227,762.2221103,772.1422365,837.1596007,577.9064476,770.075698,575.419133,534.2764815,636.735763,681.8416063,805.0207719,702.3034834,686.5737088,537.2154239,528.3889939,614.8763436,747.146645,670.3944273,716.1232897,639.9920191,852.6838956,1155.378697,973.0361048,1051.155995,942.9606145,0
"Carps, barbels and other cyprinids",Barbodes balleroides,,Carps,424.4435245,551.4136747,628.0354343,564.6198038,715.6254418,635.1897864,560.4944334,500.2905271,458.8282208,520.3734089,689.4241535,768.4008227,762.2221103,772.1422365,837.1596007,577.9064476,770.075698,575.419133,534.2764815,636.735763,681.8416063,805.0207719,702.3034834,686.5737088,537.2154239,528.3889939,614.8763436,747.146645,670.3944273,716.1232897,639.9920191,852.6838956,1155.378697,973.0361048,1051.155995,942.9606145,0
"Carps, barbels and other cyprinids",Barbonymus gonionotus,Silver barb,Carps,424.4435245,551.4136747,628.0354343,564.6198038,715.6254418,635.1897864,560.4944334,500.2905271,458.8282208,520.3734089,689.4241535,768.4008227,762.2221103,772.1422365,837.1596007,577.9064476,770.075698,575.419133,534.2764815,636.735763,681.8416063,805.0207719,702.3034834,686.5737088,537.2154239,528.3889939,614.8763436,747.146645,670.3944273,716.1232897,639.9920191,852.6838956,1155.378697,973.0361048,1051.155995,942.9606145,0
"Carps, barbels and other cyprinids",Barbonymus schwanenfeldii,Tinfoil barb,Carps,424.4435245,551.4136747,628.0354343,564.6198038,715.6254418,635.1897864,560.4944334,500.2905271,458.8282208,520.3734089,689.4241535,768.4008227,762.2221103,772.1422365,837.1596007,577.9064476,770.075698,575.419133,534.2764815,636.735763,681.8416063,805.0207719,702.3034834,686.5737088,537.2154239,528.3889939,614.8763436,747.146645,670.3944273,716.1232897,639.9920191,852.6838956,1155.378697,973.0361048,1051.155995,942.9606145,0
"Carps, barbels and other cyprinids",Barbus barbus,Barbel,Carps,424.4435245,551.4136747,628.0354343,564.6198038,715.6254418,635.1897864,560.4944334,500.2905271,458.8282208,520.3734089,689.4241535,768.4008227,762.2221103,772.1422365,837.1596007,577.9064476,770.075698,575.419133,534.2764815,636.735763,681.8416063,805.0207719,702.3034834,686.5737088,537.2154239,528.3889939,614.8763436,747.146645,670.3944273,716.1232897,639.9920191,852.6838956,1155.378697,973.0361048,1051.155995,942.9606145,0
"Carps, barbels and other cyprinids",Barbus cyclolepis,,Carps,424.4435245,551.4136747,628.0354343,564.6198038,715.6254418,635.1897864,560.4944334,500.2905271,458.8282208,520.3734089,689.4241535,768.4008227,762.2221103,772.1422365,837.1596007,577.9064476,770.075698,575.419133,534.2764815,636.735763,681.8416063,805.0207719,702.3034834,686.5737088,537.2154239,528.3889939,614.8763436,747.146645,670.3944273,716.1232897,639.9920191,852.6838956,1155.378697,973.0361048,1051.155995,942.9606145,0
"Carps, barbels and other cyprinids",Barbus meridionalis,Mediterranean barbel,Carps,424.4435245,551.4136747,628.0354343,564.6198038,715.6254418,635.1897864,560.4944334,500.2905271,458.8282208,520.3734089,689.4241535,768.4008227,762.2221103,772.1422365,837.1596007,577.9064476,770.075698,575.419133,534.2764815,636.735763,681.8416063,805.0207719,702.3034834,686.5737088,537.2154239,528.3889939,614.8763436,747.146645,670.3944273,716.1232897,639.9920191,852.6838956,1155.378697,973.0361048,1051.155995,942.9606145,0
"Carps, barbels and other cyprinids",Blicca bjoerkna,White bream,Carps,424.4435245,551.4136747,628.0354343,564.6198038,715.6254418,635.1897864,560.4944334,500.2905271,458.8282208,520.3734089,689.4241535,768.4008227,762.2221103,772.1422365,837.1596007,577.9064476,770.075698,575.419133,534.2764815,636.735763,681.8416063,805.0207719,702.3034834,686.5737088,537.2154239,528.3889939,614.8763436,747.146645,670.3944273,716.1232897,639.9920191,852.6838956,1155.378697,973.0361048,1051.155995,942.9606145,0
"Carps, barbels and other cyprinids",Capoeta capoeta,Seven khramulya,Carps,424.4435245,551.4136747,628.0354343,564.6198038,715.6254418,635.1897864,560.4944334,500.2905271,458.8282208,520.3734089,689.4241535,768.4008227,762.2221103,772.1422365,837.1596007,577.9064476,770.075698,575.419133,534.2764815,636.735763,681.8416063,805.0207719,702.3034834,686.5737088,537.2154239,528.3889939,614.8763436,747.146645,670.3944273,716.1232897,639.9920191,852.6838956,1155.378697,973.0361048,1051.155995,942.9606145,0
"Carps, barbels and other cyprinids",Carassius auratus,Goldfish,Carps,424.4435245,551.4136747,628.0354343,564.6198038,715.6254418,635.1897864,560.4944334,500.2905271,458.8282208,520.3734089,689.4241535,768.4008227,762.2221103,772.1422365,837.1596007,577.9064476,770.075698,575.419133,534.2764815,636.735763,681.8416063,805.0207719,702.3034834,686.5737088,537.2154239,528.3889939,614.8763436,747.146645,670.3944273,716.1232897,639.9920191,852.6838956,1155.378697,973.0361048,1051.155995,942.9606145,0
"Carps, barbels and other cyprinids",Carassius carassius,Crucian carp,Carps,424.4435245,551.4136747,628.0354343,564.6198038,715.6254418,635.1897864,560.4944334,500.2905271,458.8282208,520.3734089,689.4241535,768.4008227,762.2221103,772.1422365,837.1596007,577.9064476,770.075698,575.419133,534.2764815,636.735763,681.8416063,805.0207719,702.3034834,686.5737088,537.2154239,528.3889939,614.8763436,747.146645,670.3944273,716.1232897,639.9920191,852.6838956,1155.378697,973.0361048,1051.155995,942.9606145,0
"Carps, barbels and other cyprinids",Chalcalburnus chalcoides,Danube bleak,Carps,424.4435245,551.4136747,628.0354343,564.6198038,715.6254418,635.1897864,560.4944334,500.2905271,458.8282208,520.3734089,689.4241535,768.4008227,762.2221103,772.1422365,837.1596007,577.9064476,770.075698,575.419133,534.2764815,636.735763,681.8416063,805.0207719,702.3034834,686.5737088,537.2154239,528.3889939,614.8763436,747.146645,670.3944273,716.1232897,639.9920191,852.6838956,1155.378697,973.0361048,1051.155995,942.9606145,0
"Carps, barbels and other cyprinids",Chalcalburnus tarichi,Tarek,Carps,424.4435245,551.4136747,628.0354343,564.6198038,715.6254418,635.1897864,560.4944334,500.2905271,458.8282208,520.3734089,689.4241535,768.4008227,762.2221103,772.1422365,837.1596007,577.9064476,770.075698,575.419133,534.2764815,636.735763,681.8416063,805.0207719,702.3034834,686.5737088,537.2154239,528.3889939,614.8763436,747.146645,670.3944273,716.1232897,639.9920191,852.6838956,1155.378697,973.0361048,1051.155995,942.9606145,0
"Carps, barbels and other cyprinids",Chondrostoma nasus,Common nase,Carps,424.4435245,551.4136747,628.0354343,564.6198038,715.6254418,635.1897864,560.4944334,500.2905271,458.8282208,520.3734089,689.4241535,768.4008227,762.2221103,772.1422365,837.1596007,577.9064476,770.075698,575.419133,534.2764815,636.735763,681.8416063,805.0207719,702.3034834,686.5737088,537.2154239,528.3889939,614.8763436,747.146645,670.3944273,716.1232897,639.9920191,852.6838956,1155.378697,973.0361048,1051.155995,942.9606145,0
"Carps, barbels and other cyprinids",Cirrhinus molitorella,Mud carp,Carps,424.4435245,551.4136747,628.0354343,564.6198038,715.6254418,635.1897864,560.4944334,500.2905271,458.8282208,520.3734089,689.4241535,768.4008227,762.2221103,772.1422365,837.1596007,577.9064476,770.075698,575.419133,534.2764815,636.735763,681.8416063,805.0207719,702.3034834,686.5737088,537.2154239,528.3889939,614.8763436,747.146645,670.3944273,716.1232897,639.9920191,852.6838956,1155.378697,973.0361048,1051.155995,942.9606145,0
"Carps, barbels and other cyprinids",Ctenopharyngodon idellus,Grass carp(=White amur),Carps,424.4435245,551.4136747,628.0354343,564.6198038,715.6254418,635.1897864,560.4944334,500.2905271,458.8282208,520.3734089,689.4241535,768.4008227,762.2221103,772.1422365,837.1596007,577.9064476,770.075698,575.419133,534.2764815,636.735763,681.8416063,805.0207719,702.3034834,686.5737088,537.2154239,528.3889939,614.8763436,747.146645,670.3944273,716.1232897,639.9920191,852.6838956,1155.378697,973.0361048,1051.155995,942.9606145,0
"Carps, barbels and other cyprinids",Cyclocheilichthys apogon,Beardless barb,Carps,424.4435245,551.4136747,628.0354343,564.6198038,715.6254418,635.1897864,560.4944334,500.2905271,458.8282208,520.3734089,689.4241535,768.4008227,762.2221103,772.1422365,837.1596007,577.9064476,770.075698,575.419133,534.2764815,636.735763,681.8416063,805.0207719,702.3034834,686.5737088,537.2154239,528.3889939,614.8763436,747.146645,670.3944273,716.1232897,639.9920191,852.6838956,1155.378697,973.0361048,1051.155995,942.9606145,0
"Carps, barbels and other cyprinids",Cyclocheilichthys armatus,,Carps,424.4435245,551.4136747,628.0354343,564.6198038,715.6254418,635.1897864,560.4944334,500.2905271,458.8282208,520.3734089,689.4241535,768.4008227,762.2221103,772.1422365,837.1596007,577.9064476,770.075698,575.419133,534.2764815,636.735763,681.8416063,805.0207719,702.3034834,686.5737088,537.2154239,528.3889939,614.8763436,747.146645,670.3944273,716.1232897,639.9920191,852.6838956,1155.378697,973.0361048,1051.155995,942.9606145,0
"Carps, barbels and other cyprinids",Cyprinidae,Cyprinids nei,Carps,424.4435245,551.4136747,628.0354343,564.6198038,715.6254418,635.1897864,560.4944334,500.2905271,458.8282208,520.3734089,689.4241535,768.4008227,762.2221103,772.1422365,837.1596007,577.9064476,770.075698,575.419133,534.2764815,636.735763,681.8416063,805.0207719,702.3034834,686.5737088,537.2154239,528.3889939,614.8763436,747.146645,670.3944273,716.1232897,639.9920191,852.6838956,1155.378697,973.0361048,1051.155995,942.9606145,0
"Carps, barbels and other cyprinids",Cyprinus carpio,Common carp,Carps,424.4435245,551.4136747,628.0354343,564.6198038,715.6254418,635.1897864,560.4944334,500.2905271,458.8282208,520.3734089,689.4241535,768.4008227,762.2221103,772.1422365,837.1596007,577.9064476,770.075698,575.419133,534.2764815,636.735763,681.8416063,805.0207719,702.3034834,686.5737088,537.2154239,528.3889939,614.8763436,747.146645,670.3944273,716.1232897,639.9920191,852.6838956,1155.378697,973.0361048,1051.155995,942.9606145,0
"Carps, barbels and other cyprinids",Engraulicypris sardella,,Carps,424.4435245,551.4136747,628.0354343,564.6198038,715.6254418,635.1897864,560.4944334,500.2905271,458.8282208,520.3734089,689.4241535,768.4008227,762.2221103,772.1422365,837.1596007,577.9064476,770.075698,575.419133,534.2764815,636.735763,681.8416063,805.0207719,702.3034834,686.5737088,537.2154239,528.3889939,614.8763436,747.146645,670.3944273,716.1232897,639.9920191,852.6838956,1155.378697,973.0361048,1051.155995,942.9606145,0
"Carps, barbels and other cyprinids",Hampala macrolepidota,Hampala barb,Carps,424.4435245,551.4136747,628.0354343,564.6198038,715.6254418,635.1897864,560.4944334,500.2905271,458.8282208,520.3734089,689.4241535,768.4008227,762.2221103,772.1422365,837.1596007,577.9064476,770.075698,575.419133,534.2764815,636.735763,681.8416063,805.0207719,702.3034834,686.5737088,537.2154239,528.3889939,614.8763436,747.146645,670.3944273,716.1232897,639.9920191,852.6838956,1155.378697,973.0361048,1051.155995,942.9606145,0
"Carps, barbels and other cyprinids",Hypophthalmichthys molitrix,Silver carp,Carps,424.4435245,551.4136747,628.0354343,564.6198038,715.6254418,635.1897864,560.4944334,500.2905271,458.8282208,520.3734089,689.4241535,768.4008227,762.2221103,772.1422365,837.1596007,577.9064476,770.075698,575.419133,534.2764815,636.735763,681.8416063,805.0207719,702.3034834,686.5737088,537.2154239,528.3889939,614.8763436,747.146645,670.3944273,716.1232897,639.9920191,852.6838956,1155.378697,973.0361048,1051.155995,942.9606145,0
"Carps, barbels and other cyprinids",Hypophthalmichthys nobilis,Bighead carp,Carps,424.4435245,551.4136747,628.0354343,564.6198038,715.6254418,635.1897864,560.4944334,500.2905271,458.8282208,520.3734089,689.4241535,768.4008227,762.2221103,772.1422365,837.1596007,577.9064476,770.075698,575.419133,534.2764815,636.735763,681.8416063,805.0207719,702.3034834,686.5737088,537.2154239,528.3889939,614.8763436,747.146645,670.3944273,716.1232897,639.9920191,852.6838956,1155.378697,973.0361048,1051.155995,942.9606145,0
